project_id,category,contractor,starting_date,plan_end_date,actual_end_date,budget,actual_cost,delay_days,cost_overrun_saving,cost_overrun_saving_percentage
P0271,Industrial,WCT,2024-06-08,2024-12-10,2024-12-10,22000200,22862620,0,862420,0.039200552722248
P0272,Residential,IJM,2022-11-27,2023-12-12,2023-12-12,40056126,42854778,0,2798652,0.0698682643448845
P0273,Commercial,WCT,2023-10-04,2025-04-16,2025-04-16,47408377,42678754,0,-4729623,-0.0997634447599841
P0274,Residential,Unknown,2022-06-12,2023-06-17,2023-06-17,72213360,72213360,0,0,0
P0275,Commercial,UEM,2023-10-03,2024-11-08,2025-01-16,29481095,28811547,69,-669548,-0.0227110967214752
P0276,Industrial,IJM,2023-06-16,2024-12-12,2024-12-12,97227483,121131269,0,23903786,0.245854209760835
P0277,Commercial,Sunway,2022-08-23,2023-12-18,2023-12-18,39516484,39516484,0,0,0
P0278,Industrial,Unknown,2022-03-12,2023-12-05,2023-12-05,49054701,49054701,0,0,0
P0279,Industrial,SP Setia,2024-05-30,2025-04-07,2025-04-07,42584490,47113387,0,4528897,0.106350856849524
P0280,Residential,WCT,2024-03-21,2024-11-09,2024-11-09,27615343,27615343,0,0,0
P0281,Industrial,Unknown,2022-07-30,2024-04-10,2024-04-10,55639415,55830798,0,191383,0.00343970187321344
P0282,Commercial,Unknown,2022-04-26,2023-03-28,2023-03-28,24062139,29889843,0,5827704,0.242193929641916
P0283,Unknown,IJM,2024-05-31,2026-04-03,2026-04-03,51377677,63403061,0,12025384,0.234058538691814
P0284,Industrial,Unknown,2022-01-15,2023-01-08,2023-01-08,22066215,22066215,0,0,0
P0285,Commercial,SP Setia,2022-03-26,2023-12-25,2023-12-25,45984844,46374216,0,389372,0.00846739851939043
P0286,Commercial,IJM,2023-02-05,2024-12-26,2024-12-26,88260488,101983708,0,13723220,0.155485430807951
P0287,Residential,Gamuda,2023-03-21,2023-10-15,2023-10-15,19771633,19771633,0,0,0
P0288,Commercial,SP Setia,2023-12-26,2024-08-12,2024-08-12,138254831,138254831,0,0,0
P0289,Unknown,IJM,2022-05-10,2023-05-10,2023-05-10,94928837,94472533,0,-456304,-0.0048068006985064
P0290,Infrastructure,IJM,2023-05-24,2024-11-30,2024-11-30,19881822,21838394,0,1956572,0.0984100954127846
P0291,Industrial,SP Setia,2023-08-11,2024-03-06,2024-03-06,5689479,6838895,0,1149416,0.202024825120191
P0292,Infrastructure,IJM,2023-01-28,2023-09-28,2023-09-28,117573591,117573591,0,0,0
P0293,Residential,Unknown,2023-08-09,2024-11-22,2024-11-22,22613163,22613163,0,0,0
P0294,Unknown,WCT,2024-06-05,2025-06-19,2025-06-19,28188936,25448667,0,-2740269,-0.0972107993008321
P0295,Commercial,Gamuda,2024-01-28,2024-12-31,2024-12-31,137435497,137435497,0,0,0
P0296,Residential,Unknown,2023-02-24,2023-06-18,2023-06-18,97992403,111977024,0,13984621,0.142711277322182
P0297,Infrastructure,IJM,2024-05-19,2025-06-27,2025-06-27,147220992,154130889,0,6909897,0.0469355416379751
P0298,Unknown,Sunway,2022-02-14,2023-01-07,2023-05-30,104990053,137706605,143,32716552,0.311615729920624
P0299,Infrastructure,SP Setia,2023-10-15,2025-02-19,2025-02-19,21718929,26876661,0,5157732,0.237476350698508
P0300,Unknown,IJM,2024-03-31,2025-08-05,2025-08-05,126536260,117190368,0,-9345892,-0.0738593980887376
P0301,Industrial,WCT,2022-06-09,2022-12-24,2023-02-14,130105717,127082012,52,-3023705,-0.0232403699831269
P0302,Commercial,SP Setia,2023-04-20,2024-04-15,2024-04-15,47309555,47309555,0,0,0
P0303,Residential,Unknown,2022-06-01,2022-12-01,2022-12-01,111366062,126624791,0,15258729,0.137014174030864
P0304,Residential,Gamuda,2024-05-25,2025-11-29,2025-11-29,72069305,67432911,0,-4636394,-0.0643324366732828
P0305,Unknown,WCT,2024-04-30,2025-03-13,2025-03-13,112530361,112530361,0,0,0
P0306,Infrastructure,IJM,2024-04-12,2024-09-25,2024-09-25,58083201,61289449,0,3206248,0.0552009521651536
P0307,Industrial,Sunway,2022-02-13,2023-08-29,2023-08-29,125913223,125913223,0,0,0
P0308,Infrastructure,Unknown,2022-12-29,2023-11-03,2023-11-03,80122884,76278667,0,-3844217,-0.0479790143350307
P0309,Unknown,Gamuda,2023-02-26,2024-12-10,2024-12-10,28547574,27064030,0,-1483544,-0.0519674281254162
P0310,Infrastructure,Sunway,2023-01-27,2024-04-28,2024-04-28,148342477,148342477,0,0,0
P0311,Unknown,SP Setia,2022-01-27,2023-03-19,2023-03-19,15085337,15085337,0,0,0
P0312,Commercial,Unknown,2024-02-25,2026-01-13,2026-01-13,31879606,31382395,0,-497211,-0.0155965227424705
P0313,Infrastructure,Sunway,2022-12-30,2023-09-23,2023-09-23,90363647,103391310,0,13027663,0.144169291883494
P0314,Unknown,UEM,2023-07-31,2024-05-08,2024-05-08,87960803,80333485,0,-7627318,-0.0867126917884094
P0315,Commercial,SP Setia,2022-01-21,2023-10-12,2023-10-12,94049164,91275892,0,-2773272,-0.0294874710422732
P0316,Infrastructure,Unknown,2022-03-02,2022-06-22,2022-06-22,43024597,51468961,0,8444364,0.196268288114355
P0317,Infrastructure,Sunway,2023-08-24,2024-03-04,2024-03-04,87487797,87487797,0,0,0
P0318,Infrastructure,Sunway,2023-12-26,2025-10-21,2025-10-21,64924782,76939696,0,12014914,0.185058981022069
P0319,Unknown,IJM,2022-07-01,2022-09-30,2023-03-05,13692676,14979172,156,1286496,0.0939550457485447
P0320,Infrastructure,Unknown,2023-05-24,2024-01-13,2024-01-13,68886545,68886545,0,0,0
P0321,Residential,Unknown,2022-01-12,2023-01-08,2023-01-08,23198522,23198522,0,0,0
P0322,Industrial,UEM,2023-03-25,2024-08-25,2024-10-16,137360688,151337899,52,13977211,0.101755540129502
P0323,Infrastructure,Sunway,2022-06-16,2023-12-20,2023-12-20,84163928,83439672,0,-724256,-0.00860530178677022
P0324,Industrial,Sunway,2023-01-20,2023-10-01,2023-10-01,29992598,37336184,0,7343586,0.24484661182069
P0325,Infrastructure,WCT,2023-09-14,2025-03-01,2025-03-01,32181186,39938121,0,7756935,0.2410394383849
P0326,Infrastructure,Unknown,2022-09-01,2023-03-08,2023-03-30,136787924,141880047,22,5092123,0.0372264075007089
P0327,Infrastructure,Unknown,2022-07-24,2023-01-29,2023-01-29,50857417,63163396,0,12305979,0.241970192862921
P0328,Infrastructure,Sunway,2023-04-28,2024-12-08,2024-12-08,30514315,30514315,0,0,0
P0329,Commercial,IJM,2023-04-02,2023-08-15,2023-10-31,129838045,162464973,77,32626928,0.251289427532585
P0330,Unknown,Unknown,2022-03-29,2023-06-14,2023-11-09,90965102,90965102,148,0,0
P0331,Residential,Unknown,2023-08-10,2024-07-06,2024-07-06,26194335,31403836,0,5209501,0.198878917903432
P0333,Infrastructure,Unknown,2024-05-04,2026-04-03,2026-04-03,22988384,25166015,0,2177631,0.0947274501765761
P0334,Unknown,IJM,2024-06-13,2024-09-23,2024-09-23,145274171,136467882,0,-8806289,-0.0606184082096741
P0335,Industrial,Unknown,2022-04-19,2024-02-14,2024-02-14,179620192,179620192,0,0,0
P0336,Industrial,SP Setia,2022-02-08,2022-11-01,2023-01-20,43615157,54098286,80,10483129,0.240355182029953
P0337,Infrastructure,Unknown,2023-12-09,2024-11-06,2024-11-28,77097563,72245869,22,-4851694,-0.0629292783223252
P0338,Industrial,IJM,2024-05-28,2024-12-04,2024-12-04,85659605,90378482,0,4718877,0.05508870838244
P0339,Residential,WCT,2022-07-12,2024-01-05,2024-03-09,135046329,176202490,64,41156161,0.304755866410852
P0340,Residential,UEM,2023-12-28,2025-08-27,2025-08-27,145737008,132639893,0,-13097115,-0.0898681479724079
P0341,Residential,Gamuda,2022-02-03,2023-08-14,2023-08-14,69449648,69449648,0,0,0
P0342,Infrastructure,Sunway,2022-09-05,2023-12-20,2023-12-20,124749978,150282340,0,25532362,0.204668268558733
P0343,Commercial,UEM,2024-05-07,2025-04-26,2025-04-26,12368684,11837048,0,-531636,-0.0429824223822033
P0344,Industrial,Sunway,2023-11-25,2024-09-21,2024-12-08,142782883,142782883,78,0,0
P0345,Industrial,Unknown,2023-10-25,2024-07-18,2024-07-18,65067810,76895833,0,11828023,0.181779946182298
P0346,Unknown,IJM,2024-05-22,2025-08-12,2025-08-12,72286014,72286014,0,0,0
P0347,Infrastructure,SP Setia,2022-01-08,2023-09-13,2023-09-13,80880497,75852689,0,-5027808,-0.0621634162312331
P0348,Infrastructure,Sunway,2024-06-01,2025-06-09,2025-06-09,64892363,64892363,0,0,0
P0349,Unknown,UEM,2024-01-09,2024-05-04,2024-10-28,84350765,98106078,177,13755313,0.163072771183522
P0350,Infrastructure,IJM,2022-12-18,2023-10-31,2024-03-25,101233340,101233340,146,0,0
P0351,Commercial,SP Setia,2023-04-28,2023-12-05,2023-12-05,54142036,54142036,0,0,0
P0352,Residential,IJM,2022-08-17,2023-09-25,2023-09-25,105078457,105078457,0,0,0
P0353,Commercial,SP Setia,2023-04-29,2024-02-12,2024-02-12,107453550,112244639,0,4791089,0.0445875357305552
P0354,Infrastructure,Sunway,2023-02-24,2024-12-28,2024-12-28,86612410,86612410,0,0,0
P0355,Industrial,IJM,2022-11-17,2023-04-15,2023-04-26,78424576,92381156,11,13956580,0.177961816459167
P0356,Unknown,UEM,2022-05-13,2024-05-01,2024-08-30,113285113,133489313,121,20204200,0.178348235394354
P0357,Commercial,SP Setia,2024-01-19,2025-05-05,2025-05-05,147548296,147548296,0,0,0
P0358,Infrastructure,Unknown,2022-11-16,2023-06-26,2023-08-01,140113356,139515726,36,-597630,-0.00426533213578868
P0359,Industrial,SP Setia,2024-01-16,2025-09-29,2025-09-29,95686932,109118798,0,13431866,0.140373044879315
P0360,Residential,Sunway,2024-02-08,2024-11-16,2025-01-07,10133757,12056554,52,1922797,0.189741770993719
P0361,Unknown,Gamuda,2022-05-07,2023-08-15,2023-08-15,105714951,104607714,0,-1107237,-0.0104737975993575
P0362,Unknown,WCT,2023-11-09,2024-05-27,2024-05-27,17947999,18771299,0,823300,0.0458714088406178
P0363,Unknown,Sunway,2023-05-01,2024-01-02,2024-01-02,85830333,80280796,0,-5549537,-0.064657060109507
P0364,Unknown,UEM,2023-03-05,2023-09-18,2023-09-18,36604132,42997630,0,6393498,0.174666018579542
P0365,Commercial,Unknown,2024-03-07,2025-03-01,2025-03-01,101419841,101419841,0,0,0
P0367,Industrial,Gamuda,2024-03-09,2025-11-12,2025-11-12,73690512,78101842,0,4411330,0.0598629305221817
P0368,Residential,Gamuda,2022-04-13,2023-01-06,2023-01-06,101694387,101694387,0,0,0
P0369,Residential,SP Setia,2022-01-10,2022-08-29,2022-08-29,93224219,98183754,0,4959535,0.0532000702521305
P0370,Industrial,Sunway,2024-04-14,2025-06-28,2025-06-28,119314061,119314061,0,0,0
P0371,Commercial,Unknown,2022-04-26,2022-12-07,2022-12-07,36346388,36346388,0,0,0
P0372,Residential,IJM,2024-03-08,2025-06-08,2025-06-08,42911378,42911378,0,0,0
P0373,Industrial,UEM,2022-09-25,2023-11-10,2023-11-10,65125492,73881322,0,8755830,0.134445510215877
P0374,Residential,Sunway,2023-05-09,2024-07-26,2025-01-21,44904124,61721076,179,16816952,0.37450796278756
P0375,Residential,UEM,2023-06-02,2024-12-23,2024-12-23,25096485,25403210,0,306725,0.012221831065187
P0376,Industrial,Unknown,2023-07-18,2024-11-06,2024-11-06,26160927,30881442,0,4720515,0.18044142701824
P0377,Residential,WCT,2022-11-20,2023-06-19,2023-06-19,32553107,29706050,0,-2847057,-0.0874588407183376
P0378,Infrastructure,Unknown,2023-06-05,2025-03-31,2025-06-01,92923687,92923687,62,0,0
P0379,Infrastructure,SP Setia,2024-01-04,2025-04-10,2025-04-10,31155550,30458023,0,-697527,-0.0223885310963857
P0381,Residential,Unknown,2023-09-18,2024-07-04,2024-07-04,110467349,131300822,0,20833473,0.188593943718157
P0382,Residential,Gamuda,2022-02-17,2024-01-10,2024-02-20,165371189,165371189,41,0,0
P0383,Commercial,IJM,2023-07-21,2025-01-04,2025-06-12,141454573,141454573,159,0,0
P0384,Infrastructure,Unknown,2023-02-01,2025-01-05,2025-01-05,140321029,146850539,0,6529510,0.0465326547740752
P0385,Unknown,SP Setia,2022-12-18,2024-01-13,2024-01-13,42092413,42092413,0,0,0
P0386,Commercial,Sunway,2023-12-30,2025-10-16,2025-10-16,58925752,58925752,0,0,0
P0387,Unknown,WCT,2023-05-31,2025-03-06,2025-03-06,39461545,39461545,0,0,0
P0388,Commercial,WCT,2024-06-17,2025-11-21,2025-11-21,33580449,33580449,0,0,0
P0389,Unknown,Gamuda,2024-02-08,2024-10-19,2024-10-19,44306571,50585175,0,6278604,0.141708190417173
P0390,Residential,Unknown,2023-01-03,2024-07-09,2024-07-09,65212055,71501411,0,6289356,0.0964446834254802
P0391,Commercial,SP Setia,2023-02-01,2024-07-01,2024-07-01,19208511,19208511,0,0,0
P0392,Commercial,IJM,2024-02-13,2026-01-05,2026-01-05,71452425,71452425,0,0,0
P0393,Commercial,WCT,2022-07-11,2023-04-04,2023-04-04,106253379,106007857,0,-245522,-0.00231072180772717
P0394,Industrial,SP Setia,2022-01-06,2023-03-10,2023-03-10,15721471,15924600,0,203129,0.0129204830769334
P0395,Unknown,Unknown,2022-03-16,2023-05-05,2023-05-05,63879806,63879806,0,0,0
P0396,Unknown,Gamuda,2022-04-05,2023-06-26,2023-06-26,94348144,94348144,0,0,0
P0397,Residential,Unknown,2022-04-28,2023-07-16,2023-07-16,80237122,80237122,0,0,0
P0398,Industrial,Gamuda,2022-09-20,2024-06-24,2024-06-24,148235588,148235588,0,0,0
P0399,Residential,UEM,2022-10-31,2023-08-14,2023-08-14,27104437,25981993,0,-1122444,-0.0414118175559227
P0401,Unknown,UEM,2022-01-25,2023-08-08,2023-08-08,28493713,27419421,0,-1074292,-0.0377027732398372
P0402,Unknown,Gamuda,2022-09-22,2024-02-11,2024-05-30,113568189,113568189,109,0,0
P0403,Unknown,IJM,2023-10-19,2024-03-21,2024-03-21,24485581,26346312,0,1860731,0.0759929282462197
P0404,Unknown,WCT,2022-10-16,2024-04-06,2024-07-22,15848836,15848836,107,0,0
P0405,Residential,Unknown,2023-10-12,2024-06-05,2024-06-05,7993111,8746656,0,753545,0.0942743069625832
P0406,Industrial,Sunway,2023-07-05,2025-04-15,2025-04-15,61385643,74659750,0,13274107,0.216241230868918
P0407,Unknown,Unknown,2022-06-14,2023-03-19,2023-03-19,72844855,70184218,0,-2660637,-0.0365247072013528
P0408,Infrastructure,SP Setia,2023-10-23,2025-08-05,2025-08-05,22369212,22369212,0,0,0
P0409,Unknown,WCT,2022-05-12,2023-04-07,2023-04-07,23739179,24005653,0,266474,0.0112250722739822
P0410,Infrastructure,UEM,2023-12-12,2025-10-30,2025-10-30,102842960,127065626,0,24222666,0.235530618721982
P0411,Industrial,Unknown,2024-03-15,2025-01-25,2025-07-18,79270676,79270676,174,0,0
P0412,Unknown,UEM,2023-04-02,2024-07-02,2024-09-28,34214538,39781445,88,5566907,0.162705894202049
P0413,Unknown,UEM,2022-09-27,2023-03-14,2023-03-14,167175218,167175218,0,0,0
P0414,Commercial,WCT,2022-02-07,2023-11-23,2023-11-23,175543794,175543794,0,0,0
P0415,Unknown,Sunway,2022-05-18,2023-12-04,2023-12-04,29307910,29307910,0,0,0
P0416,Industrial,SP Setia,2024-02-15,2025-10-23,2025-12-07,47740942,47740942,45,0,0
P0417,Unknown,SP Setia,2022-02-11,2022-12-22,2022-12-22,21874164,21874164,0,0,0
P0418,Infrastructure,Sunway,2023-02-02,2024-08-25,2024-08-25,15711834,15711834,0,0,0
P0419,Infrastructure,SP Setia,2023-01-21,2024-05-12,2024-05-12,26715576,26715576,0,0,0
P0420,Unknown,WCT,2023-05-14,2024-12-17,2024-12-17,139710838,147250269,0,7539431,0.0539645392435482
P0421,Industrial,SP Setia,2022-08-05,2023-04-05,2023-04-05,102233481,102233481,0,0,0
P0422,Commercial,Gamuda,2024-01-08,2024-08-01,2024-12-12,133586265,137327125,133,3740860,0.0280033280367559
P0423,Residential,Sunway,2022-05-11,2024-03-18,2024-03-18,41164710,37612887,0,-3551823,-0.0862832022866188
P0424,Commercial,Unknown,2022-09-22,2023-06-23,2023-11-12,9998277,13968163,142,3969886,0.397057012923327
P0425,Unknown,WCT,2023-09-14,2025-04-08,2025-04-08,63885024,70931130,0,7046106,0.110293548610078
P0426,Commercial,Unknown,2022-06-21,2023-09-04,2023-09-04,23479875,24299596,0,819721,0.0349116424171764
P0427,Residential,Unknown,2024-04-26,2024-12-25,2024-12-25,52626404,58686958,0,6060554,0.115161849173658
P0429,Unknown,IJM,2023-01-15,2023-05-29,2023-10-21,66602246,87276422,145,20674176,0.310412594794476
P0430,Infrastructure,UEM,2023-03-12,2023-10-25,2024-01-08,69796248,69796248,75,0,0
P0431,Industrial,SP Setia,2022-01-06,2022-04-13,2022-04-13,36629375,37774426,0,1145051,0.0312604569420035
P0432,Unknown,WCT,2022-04-20,2022-12-24,2022-12-24,73084017,79488859,0,6404842,0.0876366990062957
P0433,Infrastructure,SP Setia,2023-11-28,2025-04-07,2025-06-08,134511452,152122461,62,17611009,0.130925722220291
P0434,Commercial,Unknown,2024-03-03,2025-07-13,2025-07-13,66678764,76331115,0,9652351,0.144758997032399
P0435,Commercial,Unknown,2024-03-15,2025-05-25,2025-05-25,18972817,23480750,0,4507933,0.237599561520042
P0436,Industrial,WCT,2023-09-07,2025-02-23,2025-02-23,70179399,70179399,0,0,0
P0437,Commercial,Gamuda,2023-12-30,2025-11-30,2025-11-30,137706001,137706001,0,0,0
P0438,Residential,Sunway,2024-03-13,2026-02-14,2026-02-14,67188703,76320221,0,9131518,0.135908532123324
P0439,Residential,WCT,2022-03-30,2023-04-06,2023-04-06,111070423,107750376,0,-3320047,-0.0298913690100919
P0440,Industrial,Unknown,2024-01-14,2025-11-06,2025-11-06,98274633,97957967,0,-316666,-0.00322225573714429
P0441,Infrastructure,IJM,2023-08-12,2023-11-14,2023-11-14,114289368,125206374,0,10917006,0.095520748701664
P0442,Commercial,SP Setia,2024-04-02,2025-12-08,2025-12-08,89326407,89326407,0,0,0
P0443,Commercial,SP Setia,2024-03-05,2025-09-15,2025-09-15,12341897,12221402,0,-120495,-0.00976308585300947
P0444,Industrial,SP Setia,2023-02-27,2024-05-23,2024-05-23,7610048,7550479,0,-59569,-0.00782767730242963
P0445,Commercial,Unknown,2022-03-19,2024-01-05,2024-02-29,89254583,112782019,55,23527436,0.263599192435866
P0446,Commercial,IJM,2024-01-25,2024-11-14,2024-11-14,76244213,74030713,0,-2213500,-0.0290317115608499
P0447,Infrastructure,SP Setia,2022-05-03,2022-10-20,2023-04-17,9130808,9130808,179,0,0
P0448,Commercial,Sunway,2023-05-20,2025-03-28,2025-06-16,74590891,74590891,80,0,0
P0449,Industrial,IJM,2022-02-25,2023-11-15,2024-03-12,13740968,13740968,118,0,0
P0450,Infrastructure,SP Setia,2023-12-17,2025-08-28,2025-08-28,7259853,7069378,0,-190475,-0.0262367571354406
P0451,Infrastructure,Sunway,2023-09-20,2024-09-09,2024-09-09,75558000,80467069,0,4909069,0.0649708700600863
P0452,Unknown,Sunway,2023-05-26,2024-10-31,2025-01-02,104941105,114483946,63,9542841,0.0909352059900646
P0453,Commercial,Unknown,2023-08-13,2024-07-02,2024-07-02,68298468,81938222,0,13639754,0.199708052016628
P0454,Industrial,WCT,2024-04-05,2024-07-13,2024-09-06,139109771,139109771,55,0,0
P0455,Industrial,IJM,2022-09-14,2024-07-10,2024-07-10,111945197,107150545,0,-4794652,-0.0428303502829157
P0456,Residential,Unknown,2023-04-06,2024-06-11,2024-06-11,101719061,124722379,0,23003318,0.226145599200921
P0457,Unknown,Unknown,2022-05-05,2023-07-28,2023-07-28,149535918,175421809,0,25885891,0.173108182610682
P0458,Industrial,Unknown,2024-03-04,2025-09-02,2025-10-02,81913086,103905971,30,21992885,0.268490494913108
P0459,Unknown,Unknown,2024-05-19,2024-10-29,2024-10-29,97241265,98301912,0,1060647,0.0109073755879256
P0460,Commercial,UEM,2022-10-05,2024-04-02,2024-04-02,144837609,151340263,0,6502654,0.0448961705795627
P0461,Residential,Unknown,2023-11-09,2024-10-21,2024-10-21,49804687,46489876,0,-3314811,-0.0665562058446427
P0462,Commercial,UEM,2023-06-21,2023-12-13,2023-12-13,46681144,57233713,0,10552569,0.226056349433082
P0463,Infrastructure,Unknown,2024-01-26,2025-02-09,2025-02-09,40239430,38618295,0,-1621135,-0.0402872257385356
P0464,Unknown,Unknown,2023-04-24,2025-01-26,2025-01-26,124412153,153272058,0,28859905,0.231970143624152
P0465,Residential,Unknown,2023-10-09,2025-08-06,2025-08-06,148286587,151476069,0,3189482,0.021508904240948
P0466,Infrastructure,Unknown,2022-11-12,2024-02-19,2024-02-19,46800108,42121609,0,-4678499,-0.0999676966557428
P0467,Residential,SP Setia,2023-07-02,2023-10-08,2024-02-20,85426086,93224339,135,7798253,0.0912865538519464
P0469,Infrastructure,WCT,2022-09-27,2023-03-17,2023-03-17,143676457,143676457,0,0,0
P0470,Infrastructure,Unknown,2023-02-27,2023-12-06,2023-12-06,46797078,46797078,0,0,0
P0471,Infrastructure,Sunway,2022-07-12,2023-09-03,2023-09-03,18323006,16632631,0,-1690375,-0.0922542403795534
P0472,Infrastructure,Unknown,2024-01-03,2025-06-24,2025-06-24,31337330,31337330,0,0,0
P0473,Industrial,IJM,2023-01-16,2024-08-02,2024-08-02,26534722,32719313,0,6184591,0.23307540210898
P0474,Industrial,Unknown,2023-07-11,2025-02-01,2025-02-01,72130195,85826869,0,13696674,0.189888215330625
P0475,Infrastructure,SP Setia,2022-09-11,2023-01-13,2023-03-14,39816616,39816616,60,0,0
P0476,Residential,UEM,2022-06-12,2022-10-23,2022-10-23,37787112,42453140,0,4666028,0.123481995660319
P0477,Industrial,UEM,2022-04-26,2023-03-23,2023-09-11,92110926,114008628,172,21897702,0.237731862558846
P0478,Residential,SP Setia,2022-01-10,2022-05-23,2022-10-28,48772316,48772316,158,0,0
P0479,Commercial,SP Setia,2024-02-17,2024-07-17,2024-07-17,54515913,54515913,0,0,0
P0480,Residential,Unknown,2023-07-26,2024-10-13,2024-10-13,10731856,11004001,0,272145,0.0253586145770126
P0481,Industrial,WCT,2023-12-25,2025-06-15,2025-06-15,136558069,131822147,0,-4735922,-0.0346806456380106
P0482,Industrial,Gamuda,2024-06-07,2026-05-11,2026-05-11,23488917,24834467,0,1345550,0.0572844631363804
