Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P0290,Project_290,Infrastructure,IJM,24/05/2023,30/11/2024,30/11/2024,19881822,RM 21838394,0
P0291,Project_291,Industrial,SP Setia,11/08/2023,06/03/2024,06/03/2024,5689479,6838895,
P0292,Project_292,Infrastructure,IJM,28/01/2023,28/09/2023,28/09/2023,RM117573591,,0
P0293,Project_293,Residential,,09/08/2023,22/11/2024,22/11/2024,,22613163,
P0294,Project_294,,WCT,05/06/2024,19/06/2025,19/06/2025,RM28188936,25448667,0
P0295,Project_295,Commercial,Gamuda,28/01/2024,31/12/2024,31/12/2024,137435497,,0
P0296,Project_296,Residential,,24/02/2023,18/06/2023,18/06/2023,RM97992403,111977024,
P0297,Project_297,Infrastructure,IJM,19/05/2024,27/06/2025,27/06/2025,147220992,154130889,0
P0298,Project_298,,Sunway,14/02/2022,07/01/2023,30/05/2023,104990053,137706605abc,143
P0299,Project_299,Infrastructure,SP Setia,15/10/2023,19/02/2025,19/02/2025,RM21718929,26876661,
P0300,Project_300,,IJM,31/03/2024,05/08/2025,05/08/2025,126536260,117190368,0
P0301,Project_301,Industrial,WCT,09/06/2022,24/12/2022,14/02/2023,130105717,RM 127082012,52
P0302,Project_302,Commercial,SP Setia,20/04/2023,15/04/2024,15/04/2024,47309555,,0
P0303,Project_303,Residential,,01/06/2022,01/12/2022,01/12/2022,111366062,RM 126624791,0
P0304,Project_304,Residential,Gamuda,25/05/2024,29/11/2025,29/11/2025,72069305,67432911,
P0305,Project_305,,WCT,30/04/2024,13/03/2025,13/03/2025,112530361,,0
P0306,Project_306,Infrastructure,IJM,12/04/2024,25/09/2024,25/09/2024,58083201,61289449,0
P0307,Project_307,Industrial,Sunway,13/02/2022,29/08/2023,29/08/2023,,125913223,0
P0308,Project_308,Infrastructure,,29/12/2022,03/11/2023,03/11/2023,80122884,76278667abc,0
P0309,Project_309,,Gamuda,26/02/2023,10/12/2024,10/12/2024,28547574,27064030,0
P0310,Project_310,Infrastructure,Sunway,27/01/2023,28/04/2024,28/04/2024,,RM 148342477,
P0311,Project_311,,SP Setia,27/01/2022,19/03/2023,19/03/2023,,15085337,0
P0312,Project_312,Commercial,,25/02/2024,13/01/2026,13/01/2026,31879606,31382395abc,0
P0313,Project_313,Infrastructure,Sunway,30/12/2022,23/09/2023,23/09/2023,90363647,103391310abc,0
P0314,Project_314,,UEM,31/07/2023,08/05/2024,08/05/2024,87960803,80333485,
P0315,Project_315,Commercial,SP Setia,21/01/2022,12/10/2023,12/10/2023,RM94049164,91275892,0
P0316,Project_316,Infrastructure,,02/03/2022,22/06/2022,22/06/2022,43024597,RM 51468961,
P0317,Project_317,Infrastructure,Sunway,24/08/2023,04/03/2024,04/03/2024,,87487797,0
P0318,Project_318,Infrastructure,Sunway,26/12/2023,21/10/2025,21/10/2025,RM64924782,76939696,0
P0319,Project_319,,IJM,01/07/2022,30/09/2022,05/03/2023,13692676,14979172abc,156
P0320,Project_320,Infrastructure,,24/05/2023,13/01/2024,13/01/2024,68886545,,0
P0321,Project_321,Residential,,12/01/2022,08/01/2023,08/01/2023,23198522,,0
P0322,Project_322,Industrial,UEM,25/03/2023,25/08/2024,16/10/2024,137360688,151337899,52
P0323,Project_323,Infrastructure,Sunway,16/06/2022,20/12/2023,20/12/2023,84163928,83439672,0
P0324,Project_324,Industrial,Sunway,20/01/2023,01/10/2023,01/10/2023,29992598,37336184,
P0325,Project_325,Infrastructure,WCT,14/09/2023,01/03/2025,01/03/2025,RM32181186,39938121,0
P0326,Project_326,Infrastructure,,01/09/2022,08/03/2023,30/03/2023,136787924,141880047,22
P0327,Project_327,Infrastructure,,24/07/2022,29/01/2023,29/01/2023,50857417,63163396,0
P0328,Project_328,Infrastructure,Sunway,28/04/2023,08/12/2024,08/12/2024,,RM 30514315,0
P0329,Project_329,Commercial,IJM,02/04/2023,15/08/2023,31/10/2023,129838045,162464973abc,77
P0330,Project_330,,,29/03/2022,14/06/2023,09/11/2023,,90965102abc,148
P0331,Project_331,Residential,,10/08/2023,06/07/2024,06/07/2024,26194335,31403836,0
P0332,Project_332,Commercial,Sunway,27/06/2022,15/03/2023,15/03/2023,,,0
P0333,Project_333,Infrastructure,,04/05/2024,03/04/2026,03/04/2026,RM22988384,25166015abc,0
P0334,Project_334,,IJM,13/06/2024,23/09/2024,23/09/2024,145274171,136467882,
P0335,Project_335,Industrial,,19/04/2022,14/02/2024,14/02/2024,,RM 179620192,0
P0336,Project_336,Industrial,SP Setia,08/02/2022,01/11/2022,20/01/2023,43615157,54098286,80
P0337,Project_337,Infrastructure,,09/12/2023,06/11/2024,28/11/2024,RM77097563,RM 72245869,22
P0338,Project_338,Industrial,IJM,28/05/2024,04/12/2024,04/12/2024,RM85659605,RM 90378482,0
P0339,Project_339,Residential,WCT,12/07/2022,05/01/2024,09/03/2024,135046329,176202490,64
P0340,Project_340,Residential,UEM,28/12/2023,27/08/2025,27/08/2025,145737008,132639893,0
P0341,Project_341,Residential,Gamuda,03/02/2022,14/08/2023,14/08/2023,,69449648abc,0
P0342,Project_342,Infrastructure,Sunway,05/09/2022,20/12/2023,20/12/2023,RM124749978,150282340abc,
P0343,Project_343,Commercial,UEM,07/05/2024,26/04/2025,26/04/2025,12368684,11837048abc,0
P0344,Project_344,Industrial,Sunway,25/11/2023,21/09/2024,08/12/2024,142782883,,78
P0345,Project_345,Industrial,,25/10/2023,18/07/2024,18/07/2024,RM65067810,RM 76895833,0
P0346,Project_346,,IJM,22/05/2024,12/08/2025,12/08/2025,,72286014abc,0
P0347,Project_347,Infrastructure,SP Setia,08/01/2022,13/09/2023,13/09/2023,RM80880497,75852689,0
P0348,Project_348,Infrastructure,Sunway,01/06/2024,09/06/2025,09/06/2025,,64892363,0
P0349,Project_349,,UEM,09/01/2024,04/05/2024,28/10/2024,84350765,98106078,177
P0350,Project_350,Infrastructure,IJM,18/12/2022,31/10/2023,25/03/2024,101233340,,146
P0351,Project_351,Commercial,SP Setia,28/04/2023,05/12/2023,05/12/2023,54142036,,
P0352,Project_352,Residential,IJM,17/08/2022,25/09/2023,25/09/2023,,105078457,0
P0353,Project_353,Commercial,SP Setia,29/04/2023,12/02/2024,12/02/2024,107453550,112244639,0
P0354,Project_354,Infrastructure,Sunway,24/02/2023,28/12/2024,28/12/2024,,86612410,0
P0355,Project_355,Industrial,IJM,17/11/2022,15/04/2023,26/04/2023,78424576,92381156abc,11
P0356,Project_356,,UEM,13/05/2022,01/05/2024,30/08/2024,113285113,133489313,121
P0357,Project_357,Commercial,SP Setia,19/01/2024,05/05/2025,05/05/2025,147548296,,0
P0358,Project_358,Infrastructure,,16/11/2022,26/06/2023,01/08/2023,RM140113356,139515726,36
P0359,Project_359,Industrial,SP Setia,16/01/2024,29/09/2025,29/09/2025,RM95686932,109118798,
P0360,Project_360,Residential,Sunway,08/02/2024,16/11/2024,07/01/2025,10133757,12056554,52
P0361,Project_361,,Gamuda,07/05/2022,15/08/2023,15/08/2023,105714951,104607714abc,0
P0362,Project_362,,WCT,09/11/2023,27/05/2024,27/05/2024,17947999,18771299,0
P0363,Project_363,,Sunway,01/05/2023,02/01/2024,02/01/2024,RM85830333,80280796abc,0
P0364,Project_364,,UEM,05/03/2023,18/09/2023,18/09/2023,36604132,42997630,
P0365,Project_365,Commercial,,07/03/2024,01/03/2025,01/03/2025,,101419841,0
P0366,Project_366,Commercial,IJM,05/12/2022,31/10/2023,31/10/2023,,,0
P0367,Project_367,Industrial,Gamuda,09/03/2024,12/11/2025,12/11/2025,RM73690512,RM 78101842,0
P0368,Project_368,Residential,Gamuda,13/04/2022,06/01/2023,06/01/2023,101694387,,0
P0369,Project_369,Residential,SP Setia,10/01/2022,29/08/2022,29/08/2022,RM93224219,98183754abc,0
P0370,Project_370,Industrial,Sunway,14/04/2024,28/06/2025,28/06/2025,,119314061,0
P0371,Project_371,Commercial,,26/04/2022,07/12/2022,07/12/2022,,36346388abc,0
P0372,Project_372,Residential,IJM,08/03/2024,08/06/2025,08/06/2025,,42911378,0
P0373,Project_373,Industrial,UEM,25/09/2022,10/11/2023,10/11/2023,65125492,RM 73881322,
P0374,Project_374,Residential,Sunway,09/05/2023,26/07/2024,21/01/2025,44904124,61721076abc,179
P0375,Project_375,Residential,UEM,02/06/2023,23/12/2024,23/12/2024,RM25096485,RM 25403210,0
P0376,Project_376,Industrial,,18/07/2023,06/11/2024,06/11/2024,26160927,30881442,0
P0377,Project_377,Residential,WCT,20/11/2022,19/06/2023,19/06/2023,32553107,29706050abc,0
P0378,Project_378,Infrastructure,,05/06/2023,31/03/2025,01/06/2025,,92923687,62
P0379,Project_379,Infrastructure,SP Setia,04/01/2024,10/04/2025,10/04/2025,RM31155550,RM 30458023,0
P0380,Project_380,Residential,WCT,20/12/2023,05/07/2024,05/07/2024,,,0
P0381,Project_381,Residential,,18/09/2023,04/07/2024,04/07/2024,RM110467349,131300822,0
P0382,Project_382,Residential,Gamuda,17/02/2022,10/01/2024,20/02/2024,,165371189,41
P0383,Project_383,Commercial,IJM,21/07/2023,04/01/2025,12/06/2025,141454573,,159
P0384,Project_384,Infrastructure,,01/02/2023,05/01/2025,05/01/2025,140321029,146850539abc,0
P0385,Project_385,,SP Setia,18/12/2022,13/01/2024,13/01/2024,RM42092413,,0
P0386,Project_386,Commercial,Sunway,30/12/2023,16/10/2025,16/10/2025,RM58925752,,0
P0387,Project_387,,WCT,31/05/2023,06/03/2025,06/03/2025,,39461545abc,0
P0388,Project_388,Commercial,WCT,17/06/2024,21/11/2025,21/11/2025,33580449,,
P0389,Project_389,,Gamuda,08/02/2024,19/10/2024,19/10/2024,44306571,RM 50585175,0
P0390,Project_390,Residential,,03/01/2023,09/07/2024,09/07/2024,RM65212055,71501411,
P0391,Project_391,Commercial,SP Setia,01/02/2023,01/07/2024,01/07/2024,,19208511abc,
P0392,Project_392,Commercial,IJM,13/02/2024,05/01/2026,05/01/2026,,RM 71452425,
P0393,Project_393,Commercial,WCT,11/07/2022,04/04/2023,04/04/2023,106253379,RM 106007857,0
P0394,Project_394,Industrial,SP Setia,06/01/2022,10/03/2023,10/03/2023,RM15721471,15924600,0
P0395,Project_395,,,16/03/2022,05/05/2023,05/05/2023,,63879806,0
P0396,Project_396,,Gamuda,05/04/2022,26/06/2023,26/06/2023,,94348144abc,0
P0397,Project_397,Residential,,28/04/2022,16/07/2023,16/07/2023,,RM 80237122,0
P0398,Project_398,Industrial,Gamuda,20/09/2022,24/06/2024,24/06/2024,,148235588abc,0
P0399,Project_399,Residential,UEM,31/10/2022,14/08/2023,14/08/2023,27104437,25981993abc,
P0400,Project_400,Residential,Sunway,18/11/2023,21/09/2024,21/09/2024,,,0
P0401,Project_401,,UEM,25/01/2022,08/08/2023,08/08/2023,28493713,RM 27419421,0
P0402,Project_402,,Gamuda,22/09/2022,11/02/2024,30/05/2024,113568189,,109
P0403,Project_403,,IJM,19/10/2023,21/03/2024,21/03/2024,RM24485581,RM 26346312,0
P0404,Project_404,,WCT,16/10/2022,06/04/2024,22/07/2024,,15848836,107
P0405,Project_405,Residential,,12/10/2023,05/06/2024,05/06/2024,7993111,8746656,0
P0406,Project_406,Industrial,Sunway,05/07/2023,15/04/2025,15/04/2025,61385643,RM 74659750,0
P0407,Project_407,,,14/06/2022,19/03/2023,19/03/2023,72844855,70184218abc,
P0408,Project_408,Infrastructure,SP Setia,23/10/2023,05/08/2025,05/08/2025,,22369212abc,0
P0409,Project_409,,WCT,12/05/2022,07/04/2023,07/04/2023,RM23739179,24005653,0
P0410,Project_410,Infrastructure,UEM,12/12/2023,30/10/2025,30/10/2025,102842960,127065626,
P0411,Project_411,Industrial,,15/03/2024,25/01/2025,18/07/2025,RM79270676,,174
P0412,Project_412,,UEM,02/04/2023,02/07/2024,28/09/2024,34214538,RM 39781445,88
P0413,Project_413,,UEM,27/09/2022,14/03/2023,14/03/2023,,167175218abc,0
P0414,Project_414,Commercial,WCT,07/02/2022,23/11/2023,23/11/2023,,RM 175543794,
P0415,Project_415,,Sunway,18/05/2022,04/12/2023,04/12/2023,29307910,,
P0416,Project_416,Industrial,SP Setia,15/02/2024,23/10/2025,07/12/2025,47740942,,45
P0417,Project_417,,SP Setia,11/02/2022,22/12/2022,22/12/2022,21874164,,0
P0418,Project_418,Infrastructure,Sunway,02/02/2023,25/08/2024,25/08/2024,RM15711834,,0
P0419,Project_419,Infrastructure,SP Setia,21/01/2023,12/05/2024,12/05/2024,,26715576,
P0420,Project_420,,WCT,14/05/2023,17/12/2024,17/12/2024,139710838,147250269,0
P0421,Project_421,Industrial,SP Setia,05/08/2022,05/04/2023,05/04/2023,102233481,,0
P0422,Project_422,Commercial,Gamuda,08/01/2024,01/08/2024,12/12/2024,133586265,137327125,133
P0423,Project_423,Residential,Sunway,11/05/2022,18/03/2024,18/03/2024,41164710,37612887abc,0
P0424,Project_424,Commercial,,22/09/2022,23/06/2023,12/11/2023,9998277,RM 13968163,142
P0425,Project_425,,WCT,14/09/2023,08/04/2025,08/04/2025,63885024,70931130abc,0
P0426,Project_426,Commercial,,21/06/2022,04/09/2023,04/09/2023,23479875,24299596,
P0427,Project_427,Residential,,26/04/2024,25/12/2024,25/12/2024,52626404,58686958,0
P0428,Project_428,,,07/11/2023,17/06/2024,17/06/2024,,,
P0429,Project_429,,IJM,15/01/2023,29/05/2023,21/10/2023,RM66602246,87276422,145
P0430,Project_430,Infrastructure,UEM,12/03/2023,25/10/2023,08/01/2024,,69796248abc,75
P0431,Project_431,Industrial,SP Setia,06/01/2022,13/04/2022,13/04/2022,RM36629375,37774426,
P0432,Project_432,,WCT,20/04/2022,24/12/2022,24/12/2022,RM73084017,79488859abc,
P0433,Project_433,Infrastructure,SP Setia,28/11/2023,07/04/2025,08/06/2025,RM134511452,152122461,62
P0434,Project_434,Commercial,,03/03/2024,13/07/2025,13/07/2025,66678764,76331115,0
P0435,Project_435,Commercial,,15/03/2024,25/05/2025,25/05/2025,18972817,23480750,
P0436,Project_436,Industrial,WCT,07/09/2023,23/02/2025,23/02/2025,,70179399,0
P0437,Project_437,Commercial,Gamuda,30/12/2023,30/11/2025,30/11/2025,RM137706001,,0
P0438,Project_438,Residential,Sunway,13/03/2024,14/02/2026,14/02/2026,67188703,RM 76320221,
P0439,Project_439,Residential,WCT,30/03/2022,06/04/2023,06/04/2023,111070423,107750376,0
P0440,Project_440,Industrial,,14/01/2024,06/11/2025,06/11/2025,98274633,97957967abc,0
P0441,Project_441,Infrastructure,IJM,12/08/2023,14/11/2023,14/11/2023,RM114289368,125206374abc,0
P0442,Project_442,Commercial,SP Setia,02/04/2024,08/12/2025,08/12/2025,,89326407abc,
P0443,Project_443,Commercial,SP Setia,05/03/2024,15/09/2025,15/09/2025,12341897,12221402,
P0444,Project_444,Industrial,SP Setia,27/02/2023,23/05/2024,23/05/2024,7610048,RM 7550479,
P0445,Project_445,Commercial,,19/03/2022,05/01/2024,29/02/2024,89254583,RM 112782019,55
P0446,Project_446,Commercial,IJM,25/01/2024,14/11/2024,14/11/2024,RM76244213,74030713,0
P0447,Project_447,Infrastructure,SP Setia,03/05/2022,20/10/2022,17/04/2023,,9130808,179
P0448,Project_448,Commercial,Sunway,20/05/2023,28/03/2025,16/06/2025,,RM 74590891,80
P0449,Project_449,Industrial,IJM,25/02/2022,15/11/2023,12/03/2024,13740968,,118
P0450,Project_450,Infrastructure,SP Setia,17/12/2023,28/08/2025,28/08/2025,7259853,7069378abc,0
P0451,Project_451,Infrastructure,Sunway,20/09/2023,09/09/2024,09/09/2024,RM75558000,80467069abc,
P0452,Project_452,,Sunway,26/05/2023,31/10/2024,02/01/2025,104941105,114483946,63
P0453,Project_453,Commercial,,13/08/2023,02/07/2024,02/07/2024,68298468,81938222,0
P0454,Project_454,Industrial,WCT,05/04/2024,13/07/2024,06/09/2024,RM139109771,,55
P0455,Project_455,Industrial,IJM,14/09/2022,10/07/2024,10/07/2024,RM111945197,107150545,0
P0456,Project_456,Residential,,06/04/2023,11/06/2024,11/06/2024,RM101719061,RM 124722379,0
P0457,Project_457,,,05/05/2022,28/07/2023,28/07/2023,RM149535918,RM 175421809,0
P0458,Project_458,Industrial,,04/03/2024,02/09/2025,02/10/2025,RM81913086,103905971,30
P0459,Project_459,,,19/05/2024,29/10/2024,29/10/2024,RM97241265,RM 98301912,0
P0460,Project_460,Commercial,UEM,05/10/2022,02/04/2024,02/04/2024,144837609,151340263,
P0461,Project_461,Residential,,09/11/2023,21/10/2024,21/10/2024,49804687,46489876,0
P0462,Project_462,Commercial,UEM,21/06/2023,13/12/2023,13/12/2023,RM46681144,57233713,0
P0463,Project_463,Infrastructure,,26/01/2024,09/02/2025,09/02/2025,RM40239430,38618295,0
P0464,Project_464,,,24/04/2023,26/01/2025,26/01/2025,124412153,153272058abc,
P0465,Project_465,Residential,,09/10/2023,06/08/2025,06/08/2025,148286587,151476069abc,
P0466,Project_466,Infrastructure,,12/11/2022,19/02/2024,19/02/2024,RM46800108,42121609,0
P0467,Project_467,Residential,SP Setia,02/07/2023,08/10/2023,20/02/2024,85426086,RM 93224339,135
P0468,Project_468,Industrial,UEM,13/07/2022,06/12/2023,07/05/2024,,,153
P0469,Project_469,Infrastructure,WCT,27/09/2022,17/03/2023,17/03/2023,RM143676457,,0
P0470,Project_470,Infrastructure,,27/02/2023,06/12/2023,06/12/2023,,46797078abc,0
P0471,Project_471,Infrastructure,Sunway,12/07/2022,03/09/2023,03/09/2023,RM18323006,16632631,0
P0472,Project_472,Infrastructure,,03/01/2024,24/06/2025,24/06/2025,,RM 31337330,0
P0473,Project_473,Industrial,IJM,16/01/2023,02/08/2024,02/08/2024,RM26534722,32719313,0
P0474,Project_474,Industrial,,11/07/2023,01/02/2025,01/02/2025,72130195,85826869,0
P0475,Project_475,Infrastructure,SP Setia,11/09/2022,13/01/2023,14/03/2023,,39816616,60
P0476,Project_476,Residential,UEM,12/06/2022,23/10/2022,23/10/2022,RM37787112,42453140,
P0477,Project_477,Industrial,UEM,26/04/2022,23/03/2023,11/09/2023,92110926,114008628abc,172
P0478,Project_478,Residential,SP Setia,10/01/2022,23/05/2022,28/10/2022,,48772316,158
P0479,Project_479,Commercial,SP Setia,17/02/2024,17/07/2024,17/07/2024,,54515913,0
P0480,Project_480,Residential,,26/07/2023,13/10/2024,13/10/2024,RM10731856,11004001,0
P0481,Project_481,Industrial,WCT,25/12/2023,15/06/2025,15/06/2025,RM136558069,RM 131822147,0
P0482,Project_482,Industrial,Gamuda,07/06/2024,11/05/2026,11/05/2026,RM23488917,RM 24834467,0
P0483,Project_483,Infrastructure,IJM,05/03/2024,03/11/2025,03/11/2025,10025072,10300022abc,0
P0484,Project_484,Infrastructure,,06/11/2023,08/08/2025,08/08/2025,RM145678907,170153973,0
P0485,Project_485,Residential,UEM,19/10/2023,11/12/2024,11/12/2024,145445574,133129539,0
P0486,Project_486,,WCT,20/04/2022,28/11/2023,28/11/2023,,,0
P0487,Project_487,Residential,,20/02/2022,31/05/2023,31/05/2023,,,
P0488,Project_488,,Gamuda,31/03/2024,30/08/2024,30/08/2024,RM116656587,137419984,
P0489,Project_489,,,22/01/2024,02/07/2024,02/07/2024,62955231,,0
P0490,Project_490,,SP Setia,14/07/2022,27/04/2023,27/04/2023,53022537,,0
P0491,Project_491,Commercial,,22/11/2023,03/06/2025,30/11/2025,RM32944775,34600281,180
P0492,Project_492,,UEM,27/12/2022,12/02/2024,12/02/2024,RM104782697,,0
P0493,Project_493,Residential,WCT,31/07/2023,09/05/2025,12/07/2025,73206530,81281372,64
P0494,Project_494,Residential,WCT,03/09/2023,18/12/2023,18/12/2023,RM86025002,107061388,0
P0495,Project_495,Infrastructure,SP Setia,21/07/2023,25/03/2025,25/03/2025,46530935,49375344,
P0496,Project_496,Infrastructure,,20/08/2023,30/07/2024,30/07/2024,85611820,89030247,0
P0497,Project_497,Residential,SP Setia,27/06/2022,06/02/2024,06/02/2024,85636200,101300723,0
P0498,Project_498,Residential,WCT,23/12/2022,09/06/2024,09/06/2024,,78854196,0
P0499,Project_499,Industrial,,21/06/2023,31/10/2023,31/10/2023,45152580,51664441,
P0500,Project_500,Commercial,SP Setia,10/02/2024,09/01/2026,09/01/2026,29181459,29223015,
P0501,Project_501,Commercial,,26/03/2022,24/10/2023,24/10/2023,112157098,116585560,0
P0502,Project_502,Commercial,IJM,27/07/2023,14/05/2024,25/09/2024,57640005,82049750abc,134
P0503,Project_503,Commercial,SP Setia,30/09/2022,13/03/2024,13/03/2024,RM29050381,RM 30350493,
P0504,Project_504,Industrial,Gamuda,19/12/2022,16/11/2024,16/11/2024,86824187,88769113,0
P0505,Project_505,Commercial,Sunway,17/04/2024,12/03/2025,12/03/2025,46873572,56176450,0
P0506,Project_506,,UEM,08/06/2024,27/06/2025,27/06/2025,34870958,RM 37134662,0
P0507,Project_507,Industrial,Gamuda,28/07/2022,07/05/2024,07/05/2024,134661392,,0
P0508,Project_508,Residential,IJM,19/09/2022,10/06/2023,10/06/2023,,65720250,0
P0509,Project_509,Commercial,,02/02/2023,04/02/2024,04/02/2024,,,0
P0510,Project_510,Residential,UEM,05/06/2023,13/12/2023,12/03/2024,147689725,148285868,90
P0511,Project_511,Infrastructure,WCT,27/06/2023,02/08/2024,05/11/2024,RM110602458,,95
P0512,Project_512,Commercial,Sunway,30/08/2022,24/04/2024,24/04/2024,RM74170277,89867728,0
P0513,Project_513,Industrial,UEM,16/12/2022,21/04/2024,21/04/2024,28567294,,0
P0514,Project_514,,UEM,10/08/2023,12/04/2024,12/04/2024,93391699,,0
P0515,Project_515,Infrastructure,IJM,02/06/2024,19/01/2025,19/01/2025,41306565,50317622,
P0516,Project_516,Industrial,,25/07/2023,20/04/2025,20/04/2025,RM90254453,85825936,0
P0517,Project_517,,WCT,07/11/2022,03/05/2024,03/05/2024,45790660,42922791,0
P0518,Project_518,Commercial,,13/09/2023,14/07/2025,14/07/2025,,61208080,0
P0519,Project_519,Industrial,Gamuda,31/12/2023,16/04/2025,12/06/2025,136921423,137975077,57
P0520,Project_520,Infrastructure,,04/10/2022,28/02/2024,28/02/2024,,73361072,0
P0521,Project_521,,IJM,10/09/2022,19/02/2024,19/02/2024,107105913,,0
P0522,Project_522,,Gamuda,08/04/2023,16/10/2024,16/10/2024,,179481445,0
P0523,Project_523,Infrastructure,Gamuda,14/07/2022,06/08/2023,06/12/2023,,100877026,122
P0524,Project_524,Industrial,,08/12/2023,18/08/2025,03/10/2025,126251783,138234190,46
P0525,Project_525,Residential,WCT,28/11/2022,01/06/2024,01/06/2024,,145728316,0
P0526,Project_526,,Sunway,28/11/2022,12/08/2023,12/08/2023,,39992056,0
P0527,Project_527,Commercial,Sunway,23/01/2023,06/11/2024,06/11/2024,50871587,,0
P0528,Project_528,Residential,Sunway,03/07/2022,22/11/2022,22/11/2022,88085687,RM 108903694,0
P0529,Project_529,,,27/07/2022,28/10/2022,28/10/2022,8276996,9927378abc,0
P0530,Project_530,Commercial,WCT,01/09/2022,10/07/2023,17/12/2023,126799497,133376204abc,160
